start_time,total_flight_time,total_flight_distance,safety_ratio_agent,safety_ratio_obs,mapf_time_average,mapf_time_min,mapf_time_max,planning_time_average,planning_time_min,planning_time_max,initial_traj_planning_time,obstacle_prediction_time,goal_planning_time,lsc_generation_time,sfc_generation_time,traj_optimization_time,mission_file_name,world_file_name,planner_mode,goal_mode,mapf_mode,communication_range,world_dimension,M,dt
1742185870.978562,34,134.096,1.00058,1e+09,3.48689e-05,0,0.0012003,0.0121687,0.0054274,0.0663641,2.38409e-06,2.72814e-05,0.000263696,0.000144721,0.000542017,0.0111833,/home/jungwon/catkin_ws/src/dlsc_gc_planner/missions/maze10_dense/maze10_1.json,/home/jungwon/catkin_ws/src/dlsc_gc_planner/world/maze_icra2023/dense/maze1.csv,DLSCGC,grid_based_planner,pibt,3,2,10,0.2
